"행정구역별","산업별","대표자연령대",2012,2013,2014,2015,2016,2017,2018,2019,2020
"대전","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",62,70,69,57,62,56,59,53,59
"대전","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",25,21,26,36,37,34,38,52,49
"대전","건설업(41~42)","계",3312,3500,3743,3882,3942,4037,4134,4240,4607
"대전","건설업(41~42)","29세 이하",25,26,46,45,48,50,59,60,96
"대전","건설업(41~42)","30~39세",427,305,367,355,352,373,310,312,376
"대전","건설업(41~42)","40~49세",1278,1314,1356,1347,1389,1457,1399,1231,1300
"대전","건설업(41~42)","50~59세",1257,1532,1568,1603,1621,1639,1654,1755,1823
"대전","건설업(41~42)","60세 이상",325,323,406,532,532,518,712,882,1012
"대전","도매 및 소매업(45~47)","계",28118,28637,29949,30443,30517,30776,30718,30596,31827
"대전","도매 및 소매업(45~47)","29세 이하",827,707,905,872,862,904,879,1011,1260
"대전","도매 및 소매업(45~47)","30~39세",5311,4266,4716,4880,4982,5032,4607,4184,4484
"대전","도매 및 소매업(45~47)","40~49세",9651,10554,10688,10144,10186,10033,9918,9211,9113
"대전","도매 및 소매업(45~47)","50~59세",8451,9245,9450,9809,9806,9913,10024,10052,10340
"대전","도매 및 소매업(45~47)","60세 이상",3878,3865,4190,4738,4681,4894,5290,6138,6630
"대전","운수 및 창고업(49~52)","계",11450,10672,11286,11790,11609,11905,12730,12996,13549
"대전","운수 및 창고업(49~52)","29세 이하",76,60,77,87,83,111,245,156,162
"대전","운수 및 창고업(49~52)","30~39세",579,778,732,922,641,677,1255,1933,958
"대전","운수 및 창고업(49~52)","40~49세",1927,2084,1995,2110,1802,1987,2111,2129,2243
"대전","운수 및 창고업(49~52)","50~59세",5779,4402,4578,4542,3864,4062,4191,4144,4154
"대전","운수 및 창고업(49~52)","60세 이상",3089,3348,3904,4129,5219,5068,4928,4634,6032
"대전","숙박 및 음식점업(55~56)","계",18686,19130,19616,20080,20495,20855,21249,21767,22960
"대전","숙박 및 음식점업(55~56)","29세 이하",874,721,939,1000,1063,1227,1212,1259,1758
"대전","숙박 및 음식점업(55~56)","30~39세",3513,2392,2949,3584,3827,3926,3966,3947,4334
"대전","숙박 및 음식점업(55~56)","40~49세",5928,5196,5351,5662,5736,5761,5752,5592,5524
"대전","숙박 및 음식점업(55~56)","50~59세",6104,8631,7896,6825,6881,6738,6860,6669,6889
"대전","숙박 및 음식점업(55~56)","60세 이상",2267,2190,2481,3009,2988,3203,3459,4300,4455
"대전","정보통신업(58~63)","계",912,968,1106,1133,1169,1185,1205,1314,1444
"대전","정보통신업(58~63)","29세 이하",21,19,38,23,27,36,31,48,60
"대전","정보통신업(58~63)","30~39세",190,141,171,185,188,195,170,169,217
"대전","정보통신업(58~63)","40~49세",381,461,508,506,500,491,483,489,509
"대전","정보통신업(58~63)","50~59세",263,291,312,334,366,371,414,467,499
"대전","정보통신업(58~63)","60세 이상",57,56,77,85,88,92,107,141,159
"대전","금융 및 보험업(64~66)","계",1351,1357,1370,1417,1430,1424,1418,1400,1322
"대전","금융 및 보험업(64~66)","29세 이하",15,5,13,10,9,9,7,6,11
"대전","금융 및 보험업(64~66)","30~39세",149,135,153,133,120,125,115,94,91
"대전","금융 및 보험업(64~66)","40~49세",518,519,466,443,436,443,441,459,323
"대전","금융 및 보험업(64~66)","50~59세",481,525,564,620,661,644,630,676,623
"대전","금융 및 보험업(64~66)","60세 이상",188,173,174,211,204,203,225,165,274
"대전","부동산업(68)","계",3422,3408,3599,3711,3852,4082,4237,4512,4812
"대전","부동산업(68)","29세 이하",20,18,20,21,18,33,33,29,42
"대전","부동산업(68)","30~39세",266,182,211,219,226,248,293,264,341
"대전","부동산업(68)","40~49세",1095,907,961,975,1000,956,966,1063,989
"대전","부동산업(68)","50~59세",1302,1565,1579,1550,1603,1706,1733,1783,1815
"대전","부동산업(68)","60세 이상",739,736,828,946,1005,1139,1212,1373,1625
"대전","전문, 과학 및 기술 서비스업(70~73)","계",2484,2570,2804,2973,2999,3040,3201,3452,3699
"대전","전문, 과학 및 기술 서비스업(70~73)","29세 이하",28,33,36,43,45,49,44,58,95
"대전","전문, 과학 및 기술 서비스업(70~73)","30~39세",418,301,360,366,376,402,457,397,461
"대전","전문, 과학 및 기술 서비스업(70~73)","40~49세",905,992,1042,1078,1067,1034,1015,1081,1118
"대전","전문, 과학 및 기술 서비스업(70~73)","50~59세",788,893,951,992,1004,1014,1052,1135,1163
"대전","전문, 과학 및 기술 서비스업(70~73)","60세 이상",345,351,415,494,507,541,633,781,862
"대전","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",1838,1897,2022,2048,2083,2061,2100,2191,2310
"대전","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",43,35,47,38,36,36,33,45,59
"대전","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",306,246,260,275,301,268,248,271,319
"대전","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",703,694,731,677,658,672,678,638,655
"대전","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",592,734,758,766,790,771,779,811,837
"대전","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",194,188,226,292,298,314,362,426,440
"대전","공공행정, 국방 및 사회보장 행정(84)","계",240,246,250,274,279,277,278,283,278
"대전","공공행정, 국방 및 사회보장 행정(84)","29세 이하",-,-,-,-,-,1,1,1,1
"대전","공공행정, 국방 및 사회보장 행정(84)","30~39세",2,2,1,2,2,1,-,-,-
"대전","공공행정, 국방 및 사회보장 행정(84)","40~49세",33,30,36,18,19,19,23,22,17
"대전","공공행정, 국방 및 사회보장 행정(84)","50~59세",194,196,193,209,217,225,236,252,245
"대전","공공행정, 국방 및 사회보장 행정(84)","60세 이상",11,18,20,45,41,31,18,8,15
"대전","교육 서비스업(85)","계",5484,5469,5475,5472,5597,5693,5739,5874,5679
"대전","교육 서비스업(85)","29세 이하",195,178,218,228,246,275,222,211,240
"대전","교육 서비스업(85)","30~39세",1591,1238,1221,1244,1314,1327,1268,1171,1162
"대전","교육 서비스업(85)","40~49세",2120,2432,2335,2113,2096,2064,2061,2110,1971
"대전","교육 서비스업(85)","50~59세",1168,1159,1196,1327,1388,1491,1630,1768,1644
"대전","교육 서비스업(85)","60세 이상",410,462,505,560,553,536,558,614,662
"대전","보건업 및 사회복지 서비스업(86~87)","계",4391,4523,4715,4675,4900,4977,4964,4971,4822
"대전","보건업 및 사회복지 서비스업(86~87)","29세 이하",25,27,27,24,30,46,30,31,29
"대전","보건업 및 사회복지 서비스업(86~87)","30~39세",916,756,724,660,664,675,459,408,419
"대전","보건업 및 사회복지 서비스업(86~87)","40~49세",1974,2065,2041,1877,1904,1942,1825,1574,1452
"대전","보건업 및 사회복지 서비스업(86~87)","50~59세",1110,1296,1446,1545,1687,1697,1930,2047,1951
"대전","보건업 및 사회복지 서비스업(86~87)","60세 이상",366,379,477,569,615,617,720,911,971
"대전","예술, 스포츠 및 여가관련 서비스업(90~91)","계",3403,3415,3414,3269,3585,3807,3856,3941,3898
"대전","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",125,97,141,132,163,192,151,153,185
"대전","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",691,662,600,550,599,628,665,634,651
"대전","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",1158,996,1007,951,1042,1057,1051,1013,973
"대전","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",1091,1344,1304,1205,1323,1345,1377,1365,1324
"대전","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",338,316,362,431,458,585,612,776,765
"대전","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",12213,12398,12341,12426,12592,12998,13317,13488,13596
"대전","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",206,198,212,229,275,337,364,421,564
"대전","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",1838,1457,1413,1458,1583,1499,1566,1469,1568
"대전","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",3752,3963,3782,3542,3588,3578,3626,3825,3580
"대전","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",4442,4765,4689,4561,4487,4614,4627,4605,4481
"대전","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",1975,2015,2245,2636,2659,2970,3134,3168,3403
"울산","전체 산업","계",74578,76993,78638,80805,82948,83872,85662,87054,89907
"울산","전체 산업","29세 이하",1659,1551,1905,1962,2216,2467,2473,2538,3264
"울산","전체 산업","30~39세",11840,9504,9987,10675,11193,11378,11280,10637,11393
"울산","전체 산업","40~49세",25112,25183,24890,24363,24568,24168,24261,23918,23394
"울산","전체 산업","50~59세",25367,29395,29149,29328,29572,29708,30138,30544,30664
"울산","전체 산업","60세 이상",10600,11360,12707,14477,15399,16151,17510,19417,21192
"울산","농업, 임업 및 어업(01~03)","계",14,19,15,19,17,21,34,36,54
"울산","농업, 임업 및 어업(01~03)","29세 이하",-,-,-,-,-,1,-,-,-
"울산","농업, 임업 및 어업(01~03)","30~39세",1,-,1,1,1,-,3,3,6
"울산","농업, 임업 및 어업(01~03)","40~49세",3,5,3,5,5,10,10,8,11
"울산","농업, 임업 및 어업(01~03)","50~59세",7,12,8,8,5,4,13,17,23
"울산","농업, 임업 및 어업(01~03)","60세 이상",3,2,3,5,6,6,8,8,14
"울산","광업(05~08)","계",13,12,16,16,17,17,21,19,16
"울산","광업(05~08)","29세 이하",-,-,-,-,-,-,-,-,-
"울산","광업(05~08)","30~39세",1,-,1,-,-,-,-,-,-
"울산","광업(05~08)","40~49세",3,3,2,2,2,4,2,2,2
"울산","광업(05~08)","50~59세",5,3,7,7,3,3,7,7,6
"울산","광업(05~08)","60세 이상",4,6,6,7,12,10,12,10,8
"울산","제조업(10~34)","계",5903,6319,6725,7159,7193,7227,7299,7729,7917
"울산","제조업(10~34)","29세 이하",32,39,66,79,84,77,100,124,169
"울산","제조업(10~34)","30~39세",529,403,513,602,608,581,567,587,649
"울산","제조업(10~34)","40~49세",1953,1818,1854,1902,1865,1805,1790,1885,1841
"울산","제조업(10~34)","50~59세",2374,2955,3014,3112,3185,3199,3141,3213,3034
"울산","제조업(10~34)","60세 이상",1015,1104,1278,1464,1451,1565,1701,1920,2224
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","계",13,15,18,16,25,32,39,46,57
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,-,-,-,-,2,-
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",-,-,1,2,2,1,-,1,1
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",1,1,3,1,3,4,10,8,11
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",7,8,8,6,9,15,11,15,20
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",5,6,6,7,11,12,18,20,25
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",174,183,214,212,205,196,202,233,228
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",-,-,-,1,-,3,4,3,6
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",13,8,17,19,17,14,14,15,17
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",53,45,62,51,48,43,47,50,43
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",83,100,98,103,99,89,82,92,90
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",25,30,37,38,41,47,55,73,72
"울산","건설업(41~42)","계",2515,2831,3034,3144,3209,3263,3263,3271,3475
"울산","건설업(41~42)","29세 이하",24,21,35,34,46,44,48,55,87
"울산","건설업(41~42)","30~39세",291,234,265,253,268,289,252,229,270
"울산","건설업(41~42)","40~49세",956,1064,1060,1044,1039,1066,972,918,927
"울산","건설업(41~42)","50~59세",1011,1236,1315,1350,1371,1372,1392,1361,1422
"울산","건설업(41~42)","60세 이상",233,276,359,463,485,492,599,708,769
"울산","도매 및 소매업(45~47)","계",18488,19064,19293,19782,19969,20018,20248,20146,20610
"울산","도매 및 소매업(45~47)","29세 이하",482,471,596,569,654,707,661,613,733
"울산","도매 및 소매업(45~47)","30~39세",3402,2750,2818,2990,3159,3160,2995,2813,2986
"울산","도매 및 소매업(45~47)","40~49세",6246,6740,6520,6344,6294,6181,6228,6038,5716
"울산","도매 및 소매업(45~47)","50~59세",5622,6316,6312,6421,6442,6387,6517,6581,6668
"울산","도매 및 소매업(45~47)","60세 이상",2736,2787,3047,3458,3420,3583,3847,4101,4507
"울산","운수 및 창고업(49~52)","계",6659,6842,6836,7158,7449,7090,7536,7633,8524
"울산","운수 및 창고업(49~52)","29세 이하",46,46,40,42,38,46,64,66,105
"울산","운수 및 창고업(49~52)","30~39세",335,363,318,438,290,285,407,454,526
"울산","운수 및 창고업(49~52)","40~49세",1338,1404,1301,1279,1206,1103,1186,1011,1339
"울산","운수 및 창고업(49~52)","50~59세",3108,2872,2821,2860,2680,2610,2548,2285,2576
"울산","운수 및 창고업(49~52)","60세 이상",1832,2157,2356,2539,3235,3046,3331,3817,3978
"울산","숙박 및 음식점업(55~56)","계",16642,17018,17189,17635,18124,18522,18901,19377,20396
"울산","숙박 및 음식점업(55~56)","29세 이하",600,530,635,750,813,920,898,984,1301
"울산","숙박 및 음식점업(55~56)","30~39세",2690,1998,2275,2635,2810,2922,2985,2892,3138
"울산","숙박 및 음식점업(55~56)","40~49세",5368,4578,4675,4871,5013,5028,4988,4900,4933
"울산","숙박 및 음식점업(55~56)","50~59세",5959,7829,7283,6645,6634,6488,6624,6560,6746
"울산","숙박 및 음식점업(55~56)","60세 이상",2025,2083,2321,2734,2854,3164,3406,4041,4278
"울산","정보통신업(58~63)","계",278,296,315,316,335,319,343,387,396
"울산","정보통신업(58~63)","29세 이하",2,6,10,8,11,9,13,22,24
"울산","정보통신업(58~63)","30~39세",60,50,60,47,50,44,43,51,68
"울산","정보통신업(58~63)","40~49세",94,108,113,132,140,124,131,122,108
"울산","정보통신업(58~63)","50~59세",103,109,108,105,106,109,123,149,149
"울산","정보통신업(58~63)","60세 이상",19,23,24,24,28,33,33,43,47
"울산","금융 및 보험업(64~66)","계",901,899,898,938,930,951,941,897,847
"울산","금융 및 보험업(64~66)","29세 이하",7,4,16,7,1,5,5,6,2
"울산","금융 및 보험업(64~66)","30~39세",111,95,99,92,93,93,73,80,71
"울산","금융 및 보험업(64~66)","40~49세",402,382,351,296,299,322,306,265,220
"울산","금융 및 보험업(64~66)","50~59세",278,322,318,412,413,425,429,459,403
"울산","금융 및 보험업(64~66)","60세 이상",103,96,114,131,124,106,128,87,151
"울산","부동산업(68)","계",2073,2184,2453,2604,2947,3138,3151,3190,3261
"울산","부동산업(68)","29세 이하",12,11,18,12,24,30,46,35,40
"울산","부동산업(68)","30~39세",201,154,180,177,216,225,251,210,224
"울산","부동산업(68)","40~49세",827,760,868,925,997,962,921,855,811
"울산","부동산업(68)","50~59세",686,911,948,992,1155,1286,1280,1407,1410
"울산","부동산업(68)","60세 이상",347,348,439,498,555,635,653,683,776
"울산","전문, 과학 및 기술 서비스업(70~73)","계",1453,1513,1641,1730,1733,1745,1897,1960,2040
"울산","전문, 과학 및 기술 서비스업(70~73)","29세 이하",8,6,10,19,13,25,24,37,53
"울산","전문, 과학 및 기술 서비스업(70~73)","30~39세",271,206,224,207,214,217,250,220,248
"울산","전문, 과학 및 기술 서비스업(70~73)","40~49세",557,584,613,623,632,621,634,613,612
"울산","전문, 과학 및 기술 서비스업(70~73)","50~59세",447,536,567,602,599,604,647,688,689
"울산","전문, 과학 및 기술 서비스업(70~73)","60세 이상",170,181,227,279,275,278,342,402,438
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",1250,1343,1501,1528,1539,1474,1519,1537,1563
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",25,27,29,22,28,34,38,38,45
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",196,161,190,187,196,178,166,160,168
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",438,453,515,490,452,425,440,433,414
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",427,541,562,586,641,587,602,579,584
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",164,161,205,243,222,250,273,327,352
"울산","공공행정, 국방 및 사회보장 행정(84)","계",190,191,189,198,203,205,207,207,204
"울산","공공행정, 국방 및 사회보장 행정(84)","29세 이하",-,-,1,1,-,-,1,1,1
"울산","공공행정, 국방 및 사회보장 행정(84)","30~39세",8,3,3,2,2,3,4,4,3
"울산","공공행정, 국방 및 사회보장 행정(84)","40~49세",27,37,30,28,24,24,27,38,29
"울산","공공행정, 국방 및 사회보장 행정(84)","50~59세",149,142,143,153,156,159,159,154,152
"울산","공공행정, 국방 및 사회보장 행정(84)","60세 이상",6,9,12,14,21,19,16,10,19
"울산","교육 서비스업(85)","계",4447,4517,4564,4526,4650,4776,4838,4896,4806
"울산","교육 서비스업(85)","29세 이하",143,137,157,149,162,187,142,143,171
